sample_id,dataset,dataset_name,object_id,source_light_id,target_light_id,source_object_rgb_r,source_object_rgb_g,source_object_rgb_b,target_object_rgb_r,target_object_rgb_g,target_object_rgb_b,source_patch_r_r,source_patch_r_g,source_patch_r_b,source_patch_g_r,source_patch_g_g,source_patch_g_b,source_patch_b_r,source_patch_b_g,source_patch_b_b,target_patch_r_r,target_patch_r_g,target_patch_r_b,target_patch_g_r,target_patch_g_g,target_patch_g_b,target_patch_b_r,target_patch_b_g,target_patch_b_b
real_world_dataset_2__obj008__l2__to__l1,real,real_world_dataset_2,obj008,l2,l1,141.0,40.0,31.0,137.0,51.0,38.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj009__l2__to__l1,real,real_world_dataset_2,obj009,l2,l1,97.0,82.0,42.0,92.0,102.0,52.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj010__l2__to__l1,real,real_world_dataset_2,obj010,l2,l1,147.0,68.0,40.0,141.0,83.0,47.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj011__l2__to__l1,real,real_world_dataset_2,obj011,l2,l1,193.0,67.0,46.0,187.0,78.0,50.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj012__l2__to__l1,real,real_world_dataset_2,obj012,l2,l1,139.0,118.0,65.0,130.0,131.0,70.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj013__l2__to__l1,real,real_world_dataset_2,obj013,l2,l1,189.0,105.0,62.0,180.0,116.0,62.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj014__l2__to__l1,real,real_world_dataset_2,obj014,l2,l1,201.0,76.0,55.0,191.0,84.0,55.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj015__l2__to__l1,real,real_world_dataset_2,obj015,l2,l1,164.0,146.0,87.0,152.0,155.0,82.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj016__l2__to__l1,real,real_world_dataset_2,obj016,l2,l1,204.0,133.0,82.0,193.0,141.0,76.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj017__l2__to__l1,real,real_world_dataset_2,obj017,l2,l1,202.0,115.0,85.0,190.0,122.0,76.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj018__l2__to__l1,real,real_world_dataset_2,obj018,l2,l1,41.0,32.0,33.0,34.0,38.0,36.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj019__l2__to__l1,real,real_world_dataset_2,obj019,l2,l1,42.0,26.0,28.0,38.0,33.0,30.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj020__l2__to__l1,real,real_world_dataset_2,obj020,l2,l1,50.0,27.0,31.0,46.0,33.0,33.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj021__l2__to__l1,real,real_world_dataset_2,obj021,l2,l1,41.0,40.0,34.0,36.0,54.0,40.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj022__l2__to__l1,real,real_world_dataset_2,obj022,l2,l1,64.0,30.0,29.0,60.0,39.0,34.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj023__l2__to__l1,real,real_world_dataset_2,obj023,l2,l1,91.0,31.0,32.0,90.0,40.0,39.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj024__l2__to__l1,real,real_world_dataset_2,obj024,l2,l1,63.0,57.0,39.0,56.0,75.0,49.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj025__l2__to__l1,real,real_world_dataset_2,obj025,l2,l1,107.0,47.0,37.0,104.0,61.0,46.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj026__l2__to__l1,real,real_world_dataset_2,obj026,l2,l1,143.0,41.0,37.0,139.0,51.0,43.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj027__l2__to__l1,real,real_world_dataset_2,obj027,l2,l1,97.0,81.0,55.0,90.0,100.0,65.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj028__l2__to__l1,real,real_world_dataset_2,obj028,l2,l1,148.0,71.0,51.0,141.0,86.0,59.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj029__l2__to__l1,real,real_world_dataset_2,obj029,l2,l1,193.0,70.0,57.0,184.0,81.0,59.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj030__l2__to__l1,real,real_world_dataset_2,obj030,l2,l1,133.0,118.0,85.0,123.0,131.0,88.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj031__l2__to__l1,real,real_world_dataset_2,obj031,l2,l1,188.0,109.0,79.0,178.0,120.0,78.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj032__l2__to__l1,real,real_world_dataset_2,obj032,l2,l1,203.0,83.0,71.0,194.0,90.0,66.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj033__l2__to__l1,real,real_world_dataset_2,obj033,l2,l1,157.0,148.0,109.0,145.0,156.0,101.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj034__l2__to__l1,real,real_world_dataset_2,obj034,l2,l1,206.0,141.0,105.0,194.0,149.0,94.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj035__l2__to__l1,real,real_world_dataset_2,obj035,l2,l1,203.0,113.0,102.0,191.0,121.0,87.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj036__l2__to__l1,real,real_world_dataset_2,obj036,l2,l1,40.0,31.0,32.0,32.0,36.0,35.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj037__l2__to__l1,real,real_world_dataset_2,obj037,l2,l1,50.0,28.0,31.0,44.0,34.0,34.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj038__l2__to__l1,real,real_world_dataset_2,obj038,l2,l1,51.0,26.0,32.0,46.0,32.0,34.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj039__l2__to__l1,real,real_world_dataset_2,obj039,l2,l1,37.0,39.0,35.0,30.0,51.0,42.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj040__l2__to__l1,real,real_world_dataset_2,obj040,l2,l1,62.0,29.0,31.0,58.0,39.0,36.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj041__l2__to__l1,real,real_world_dataset_2,obj041,l2,l1,90.0,29.0,33.0,87.0,38.0,40.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj042__l2__to__l1,real,real_world_dataset_2,obj042,l2,l1,52.0,51.0,45.0,46.0,67.0,56.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj043__l2__to__l1,real,real_world_dataset_2,obj043,l2,l1,101.0,45.0,46.0,97.0,59.0,53.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj044__l2__to__l1,real,real_world_dataset_2,obj044,l2,l1,144.0,41.0,45.0,139.0,52.0,51.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj045__l2__to__l1,real,real_world_dataset_2,obj045,l2,l1,87.0,82.0,67.0,79.0,98.0,78.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj046__l2__to__l1,real,real_world_dataset_2,obj046,l2,l1,141.0,68.0,68.0,133.0,82.0,70.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj047__l2__to__l1,real,real_world_dataset_2,obj047,l2,l1,189.0,67.0,71.0,180.0,78.0,72.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj048__l2__to__l1,real,real_world_dataset_2,obj048,l2,l1,124.0,115.0,100.0,112.0,127.0,100.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj049__l2__to__l1,real,real_world_dataset_2,obj049,l2,l1,179.0,111.0,98.0,169.0,122.0,92.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj050__l2__to__l1,real,real_world_dataset_2,obj050,l2,l1,204.0,82.0,85.0,194.0,90.0,77.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj051__l2__to__l1,real,real_world_dataset_2,obj051,l2,l1,150.0,144.0,124.0,135.0,153.0,114.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj052__l2__to__l1,real,real_world_dataset_2,obj052,l2,l1,200.0,138.0,123.0,190.0,147.0,109.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj053__l2__to__l1,real,real_world_dataset_2,obj053,l2,l1,204.0,113.0,113.0,193.0,121.0,97.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj054__l2__to__l1,real,real_world_dataset_2,obj054,l2,l1,38.0,31.0,35.0,31.0,35.0,39.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj055__l2__to__l1,real,real_world_dataset_2,obj055,l2,l1,44.0,26.0,34.0,37.0,32.0,38.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj056__l2__to__l1,real,real_world_dataset_2,obj056,l2,l1,55.0,25.0,33.0,47.0,32.0,37.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj057__l2__to__l1,real,real_world_dataset_2,obj057,l2,l1,34.0,33.0,38.0,29.0,42.0,43.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj058__l2__to__l1,real,real_world_dataset_2,obj058,l2,l1,61.0,29.0,42.0,55.0,38.0,48.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj059__l2__to__l1,real,real_world_dataset_2,obj059,l2,l1,95.0,29.0,43.0,93.0,37.0,48.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj060__l2__to__l1,real,real_world_dataset_2,obj060,l2,l1,35.0,55.0,61.0,23.0,71.0,74.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj061__l2__to__l1,real,real_world_dataset_2,obj061,l2,l1,94.0,41.0,55.0,89.0,54.0,64.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj062__l2__to__l1,real,real_world_dataset_2,obj062,l2,l1,134.0,38.0,55.0,129.0,48.0,61.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj063__l2__to__l1,real,real_world_dataset_2,obj063,l2,l1,70.0,78.0,79.0,60.0,95.0,89.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj064__l2__to__l1,real,real_world_dataset_2,obj064,l2,l1,139.0,74.0,86.0,130.0,88.0,90.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj065__l2__to__l1,real,real_world_dataset_2,obj065,l2,l1,180.0,63.0,83.0,172.0,74.0,82.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj066__l2__to__l1,real,real_world_dataset_2,obj066,l2,l1,110.0,109.0,114.0,96.0,121.0,112.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj067__l2__to__l1,real,real_world_dataset_2,obj067,l2,l1,173.0,112.0,120.0,162.0,122.0,111.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj068__l2__to__l1,real,real_world_dataset_2,obj068,l2,l1,204.0,80.0,94.0,194.0,88.0,86.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj069__l2__to__l1,real,real_world_dataset_2,obj069,l2,l1,138.0,139.0,143.0,120.0,149.0,127.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj070__l2__to__l1,real,real_world_dataset_2,obj070,l2,l1,197.0,142.0,147.0,184.0,152.0,130.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj071__l2__to__l1,real,real_world_dataset_2,obj071,l2,l1,205.0,114.0,127.0,193.0,122.0,110.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj072__l2__to__l1,real,real_world_dataset_2,obj072,l2,l1,37.0,33.0,46.0,30.0,37.0,47.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj073__l2__to__l1,real,real_world_dataset_2,obj073,l2,l1,43.0,29.0,46.0,35.0,32.0,49.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj074__l2__to__l1,real,real_world_dataset_2,obj074,l2,l1,47.0,24.0,34.0,41.0,28.0,37.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj075__l2__to__l1,real,real_world_dataset_2,obj075,l2,l1,30.0,44.0,65.0,20.0,53.0,73.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj076__l2__to__l1,real,real_world_dataset_2,obj076,l2,l1,55.0,32.0,54.0,48.0,40.0,62.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj077__l2__to__l1,real,real_world_dataset_2,obj077,l2,l1,92.0,29.0,57.0,86.0,37.0,63.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj078__l2__to__l1,real,real_world_dataset_2,obj078,l2,l1,20.0,65.0,99.0,4.0,81.0,112.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj079__l2__to__l1,real,real_world_dataset_2,obj079,l2,l1,84.0,45.0,72.0,76.0,57.0,79.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj080__l2__to__l1,real,real_world_dataset_2,obj080,l2,l1,129.0,40.0,72.0,124.0,49.0,79.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj081__l2__to__l1,real,real_world_dataset_2,obj081,l2,l1,14.0,75.0,108.0,1.0,90.0,117.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj082__l2__to__l1,real,real_world_dataset_2,obj082,l2,l1,128.0,68.0,103.0,117.0,83.0,106.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj083__l2__to__l1,real,real_world_dataset_2,obj083,l2,l1,167.0,62.0,98.0,158.0,73.0,97.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj084__l2__to__l1,real,real_world_dataset_2,obj084,l2,l1,61.0,97.0,123.0,43.0,107.0,119.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj085__l2__to__l1,real,real_world_dataset_2,obj085,l2,l1,158.0,114.0,149.0,143.0,127.0,140.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj086__l2__to__l1,real,real_world_dataset_2,obj086,l2,l1,198.0,79.0,119.0,188.0,88.0,106.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj087__l2__to__l1,real,real_world_dataset_2,obj087,l2,l1,118.0,132.0,147.0,100.0,142.0,134.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj088__l2__to__l1,real,real_world_dataset_2,obj088,l2,l1,177.0,139.0,162.0,161.0,149.0,145.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj089__l2__to__l1,real,real_world_dataset_2,obj089,l2,l1,205.0,105.0,133.0,194.0,114.0,115.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj090__l2__to__l1,real,real_world_dataset_2,obj090,l2,l1,38.0,40.0,63.0,28.0,44.0,64.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj091__l2__to__l1,real,real_world_dataset_2,obj091,l2,l1,37.0,34.0,53.0,30.0,39.0,56.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj092__l2__to__l1,real,real_world_dataset_2,obj092,l2,l1,50.0,25.0,52.0,44.0,30.0,54.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj093__l2__to__l1,real,real_world_dataset_2,obj093,l2,l1,26.0,53.0,100.0,10.0,62.0,109.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj094__l2__to__l1,real,real_world_dataset_2,obj094,l2,l1,33.0,46.0,90.0,19.0,56.0,100.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj095__l2__to__l1,real,real_world_dataset_2,obj095,l2,l1,81.0,28.0,73.0,72.0,33.0,80.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj096__l2__to__l1,real,real_world_dataset_2,obj096,l2,l1,15.0,66.0,125.0,1.0,80.0,140.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj097__l2__to__l1,real,real_world_dataset_2,obj097,l2,l1,54.0,51.0,89.0,41.0,63.0,99.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj098__l2__to__l1,real,real_world_dataset_2,obj098,l2,l1,114.0,40.0,87.0,107.0,50.0,95.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj099__l2__to__l1,real,real_world_dataset_2,obj099,l2,l1,6.0,77.0,141.0,1.0,90.0,150.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj100__l2__to__l1,real,real_world_dataset_2,obj100,l2,l1,84.0,84.0,130.0,65.0,100.0,136.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj101__l2__to__l1,real,real_world_dataset_2,obj101,l2,l1,145.0,56.0,112.0,134.0,66.0,107.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj102__l2__to__l1,real,real_world_dataset_2,obj102,l2,l1,3.0,82.0,145.0,0.0,90.0,141.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj103__l2__to__l1,real,real_world_dataset_2,obj103,l2,l1,121.0,115.0,158.0,102.0,128.0,151.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj104__l2__to__l1,real,real_world_dataset_2,obj104,l2,l1,175.0,70.0,118.0,163.0,78.0,106.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
real_world_dataset_2__obj105__l2__to__l1,real,real_world_dataset_2,obj105,l2,l1,52.0,107.0,134.0,32.0,114.0,124.0,74.0,46.0,104.0,155.0,46.0,49.0,145.0,119.0,50.0,58.0,47.0,86.0,143.0,48.0,42.0,133.0,128.0,48.0
